material_id,formula,tc,cif_path
mp-1227940,Ba1Ga1Si1,4.05,data\structures\3DSC_CIFs\MP\mp-1227940.cif
mp-1102026,Ba1Ga1Ge1,2.4,data\structures\3DSC_CIFs\MP\mp-1102026.cif
mp-1219,Ba1Ga2,0.0,data\structures\3DSC_CIFs\MP\mp-1219.cif
mp-9473,Ba1Ni2P2,2.718,data\structures\3DSC_CIFs\MP\mp-9473.cif
mp-1227944,Ba1Ge1In1,0.0,data\structures\3DSC_CIFs\MP\mp-1227944.cif
mp-2139,Ba1Ge2,4.93,data\structures\3DSC_CIFs\MP\mp-2139.cif
mp-1078234,Ba1Ge3,4.0,data\structures\3DSC_CIFs\MP\mp-1078234.cif
mp-2197,Ba1Hg1,2.32,data\structures\3DSC_CIFs\MP\mp-2197.cif
mp-11169,Ba1Ir2P2,2.1,data\structures\3DSC_CIFs\MP\mp-11169.cif
mp-1205727,Ba1Nb2O5,0.0,data\structures\3DSC_CIFs\MP\mp-1205727.cif
mp-12056,Ba1Os2P2,0.0,data\structures\3DSC_CIFs\MP\mp-12056.cif
mp-8583,Ba1P2Rh2,1.0,data\structures\3DSC_CIFs\MP\mp-8583.cif
mp-4484,Ba1P2Ru2,0.0,data\structures\3DSC_CIFs\MP\mp-4484.cif
mp-1687,Ba1Pd2,0.0,data\structures\3DSC_CIFs\MP\mp-1687.cif
mp-1069809,Ba1Pt1Si3,1.875,data\structures\3DSC_CIFs\MP\mp-1069809.cif
mp-747,Ba1Pt2,0.0,data\structures\3DSC_CIFs\MP\mp-747.cif
mp-568430,Ba1Rh2,6.0,data\structures\3DSC_CIFs\MP\mp-568430.cif
mp-3451,Ba1S3V1,0.0,data\structures\3DSC_CIFs\MP\mp-3451.cif
mp-1477,Ba1Si2,5.3,data\structures\3DSC_CIFs\MP\mp-1477.cif
mp-7759,Ba1Sn3,4.3,data\structures\3DSC_CIFs\MP\mp-7759.cif
mp-5020,Ba1Ti1O3,0.0,data\structures\3DSC_CIFs\MP\mp-5020.cif
mp-6027,Ba2Cu1Tl2O6.23,0.0,data\structures\3DSC_CIFs\MP\mp-6027.cif
mp-22215,Ba2Cu3Y1O6,0.0,data\structures\3DSC_CIFs\MP\mp-22215.cif
mp-16094,Ba24Si100,1.49,data\structures\3DSC_CIFs\MP\mp-16094.cif
mp-1223506,Ba2Bi2K1O7,0.0,data\structures\3DSC_CIFs\MP\mp-1223506.cif
mp-569529,Ba2Bi3,4.44,data\structures\3DSC_CIFs\MP\mp-569529.cif
mp-6583,Ba2Ca0.05Cu4Er0.95O8,83.2,data\structures\3DSC_CIFs\MP\mp-6583.cif
mp-6710,Ba2Cu4Tm1O8,79.42,data\structures\3DSC_CIFs\MP\mp-6710.cif
mp-1228402,Ba2Cu2Nd1Tl1O7,0.0,data\structures\3DSC_CIFs\MP\mp-1228402.cif
mp-654374,Ba2Cu2Tl1Y1O7,0.0,data\structures\3DSC_CIFs\MP\mp-654374.cif
mp-558860,Ba2Ca0.2Fe3Y0.8O8,0.0,data\structures\3DSC_CIFs\MP\mp-558860.cif
mp-6885,Ba2Ca1Cu1.98Fe0.02Tl2O8,106.0,data\structures\3DSC_CIFs\MP\mp-6885.cif
mp-632802,Ba2Ca1Cu2Tl1O8,105.9816667,data\structures\3DSC_CIFs\MP\mp-632802.cif
mp-6879,Ba2Ca1Cu2Hg1O6.31,98.0,data\structures\3DSC_CIFs\MP\mp-6879.cif
mp-22601,Ba2Ca2Cu3Hg0.9Pb0.1O8,130.0,data\structures\3DSC_CIFs\MP\mp-22601.cif
mp-1228620,Ba2Ca2Cu3Tl2O10,118.975,data\structures\3DSC_CIFs\MP\mp-1228620.cif
mp-6691,Ba2Cu4Dy1O8,74.46666667,data\structures\3DSC_CIFs\MP\mp-6691.cif
mp-1228495,Ba2Cl1Cu2Nb1Pb2O8,0.0,data\structures\3DSC_CIFs\MP\mp-1228495.cif
mp-1228449,Ba2Cl1Cu2Pb2Ta1O8,0.0,data\structures\3DSC_CIFs\MP\mp-1228449.cif
mp-1214711,Ba2Co1Cu2Eu1O7.31,0.0,data\structures\3DSC_CIFs\MP\mp-1214711.cif
mp-1214699,Ba2Co1Cu2Er1O7.07,0.0,data\structures\3DSC_CIFs\MP\mp-1214699.cif
mp-1214814,Ba2Co1Cu2Gd1O7.16,0.0,data\structures\3DSC_CIFs\MP\mp-1214814.cif
mp-1214652,Ba2Co1Cu2La1O7.39,0.0,data\structures\3DSC_CIFs\MP\mp-1214652.cif
mp-1214600,Ba2Co1Cu2Nd1O7.24,0.0,data\structures\3DSC_CIFs\MP\mp-1214600.cif
mp-1214590,Ba2Co1Cu2Pr1O7.33,0.0,data\structures\3DSC_CIFs\MP\mp-1214590.cif
mp-1214586,Ba2Co1Cu2Sm1O7.12,0.0,data\structures\3DSC_CIFs\MP\mp-1214586.cif
mp-1214571,Ba2Co1Cu2Y1O7.33,0.0,data\structures\3DSC_CIFs\MP\mp-1214571.cif
mp-6562,Ba2Cu1Hg1O4.39,24.2,data\structures\3DSC_CIFs\MP\mp-6562.cif
mp-1228447,Ba2Cu1Hg1Tl1O6,0.0,data\structures\3DSC_CIFs\MP\mp-1228447.cif
mp-557043,Ba2Cu2Nd2Ti2O11,0.0,data\structures\3DSC_CIFs\MP\mp-557043.cif
mp-616471,Ba2Cu2Eu2Ti2O11,0.0,data\structures\3DSC_CIFs\MP\mp-616471.cif
mp-1228503,Ba2Cu2Nb1Pr1O8,0.0,data\structures\3DSC_CIFs\MP\mp-1228503.cif
mp-1214654,Ba2Cu2La1Nb1O8,0.0,data\structures\3DSC_CIFs\MP\mp-1214654.cif
mp-1214655,Ba2Cu2La2Ti2O11,0.0,data\structures\3DSC_CIFs\MP\mp-1214655.cif
mp-1228227,Ba2Cu3Er0.6Pr0.4O7,45.8,data\structures\3DSC_CIFs\MP\mp-1228227.cif
mp-622110,Ba2Cu3Er1O7,92.03333333,data\structures\3DSC_CIFs\MP\mp-622110.cif
mp-1228601,Ba2Cu3Eu0.8Pr0.2O7,63.0,data\structures\3DSC_CIFs\MP\mp-1228601.cif
mp-622211,Ba2Cu3Eu0.9Pr0.1O7,68.3,data\structures\3DSC_CIFs\MP\mp-622211.cif
mp-1228334,Ba2Cu3Eu1O6.5,92.0,data\structures\3DSC_CIFs\MP\mp-1228334.cif
mp-1214572,Ba2Cu3F0.76Y1O6,35.0,data\structures\3DSC_CIFs\MP\mp-1214572.cif
mp-1228407,Ba2Cu3Gd0.6Pr0.4O7,20.9,data\structures\3DSC_CIFs\MP\mp-1228407.cif
mp-6616,Ba2Cu3Ho1O7,92.475,data\structures\3DSC_CIFs\MP\mp-6616.cif
mp-1228253,Ba2Cu3La0.6Pr0.4O7,54.8,data\structures\3DSC_CIFs\MP\mp-1228253.cif
mp-622210,Ba2Cu3La1O7,89.6,data\structures\3DSC_CIFs\MP\mp-622210.cif
mp-1228451,Ba2Cu3Lu0.6Pr0.4O7,56.55,data\structures\3DSC_CIFs\MP\mp-1228451.cif
mp-20324,Ba2Cu3Lu1O7,88.24,data\structures\3DSC_CIFs\MP\mp-20324.cif
mp-1228202,Ba2Cu3Nd0.5Pr0.5O7,0.0,data\structures\3DSC_CIFs\MP\mp-1228202.cif
mp-1228182,Ba2Cu3Pr0.8Y0.2O7,0.0,data\structures\3DSC_CIFs\MP\mp-1228182.cif
mp-1228206,Ba2Cu3Pr0.6Sm0.4O7,0.0,data\structures\3DSC_CIFs\MP\mp-1228206.cif
mp-1214585,Ba2Cu3Pr1O6,0.0,data\structures\3DSC_CIFs\MP\mp-1214585.cif
mp-1214650,Ba2Cu3S1Y1O6,89.5,data\structures\3DSC_CIFs\MP\mp-1214650.cif
mp-622108,Ba2Cu3Tm1O7,90.83333333,data\structures\3DSC_CIFs\MP\mp-622108.cif
mp-6779,Ba2Cu4Pr1O8,0.0,data\structures\3DSC_CIFs\MP\mp-6779.cif
mp-1214709,Ba2Cu4Eu0.8Pr0.2O8,63.5,data\structures\3DSC_CIFs\MP\mp-1214709.cif
mp-1228680,Ba2Cu4Pr0.6Y0.4O8,37.875,data\structures\3DSC_CIFs\MP\mp-1228680.cif
mp-1214577,Ba2Cu4Sm1O8,69.3,data\structures\3DSC_CIFs\MP\mp-1214577.cif
mp-6687,Ba2Ho1Sb1O6,0.0,data\structures\3DSC_CIFs\MP\mp-6687.cif
mp-29087,Ba2Sb6Sn3,3.9,data\structures\3DSC_CIFs\MP\mp-29087.cif
mp-1190530,Ba3Ge16Ir4,6.1,data\structures\3DSC_CIFs\MP\mp-1190530.cif
mp-752906,Ba4Pb3O10,0.0,data\structures\3DSC_CIFs\MP\mp-752906.cif
mp-1480,Ba7.61Si46,8.2,data\structures\3DSC_CIFs\MP\mp-1480.cif
mp-18027,Ba6C60,7.0,data\structures\3DSC_CIFs\MP\mp-18027.cif
mp-569965,Ba6Ge25,0.24,data\structures\3DSC_CIFs\MP\mp-569965.cif
mp-8846,Ba6Nb10O30,1.625,data\structures\3DSC_CIFs\MP\mp-8846.cif
mp-1228302,Ba8Cu4Si42,2.9,data\structures\3DSC_CIFs\MP\mp-1228302.cif
mp-1214507,Ba8Ga6Si40,3.3,data\structures\3DSC_CIFs\MP\mp-1214507.cif
mp-1095284,Ba8Ge46,10.0,data\structures\3DSC_CIFs\MP\mp-1095284.cif
mp-640551,Ba8Si46,7.961818181818182,data\structures\3DSC_CIFs\MP\mp-640551.cif
mp-1009829,Be0.62Si0.38,9.0,data\structures\3DSC_CIFs\MP\mp-1009829.cif
mp-571622,Be0.95Pt0.005,0.0,data\structures\3DSC_CIFs\MP\mp-571622.cif
mp-87,Be1,3.1065,data\structures\3DSC_CIFs\MP\mp-87.cif
mp-1104193,Be12Co1,0.0,data\structures\3DSC_CIFs\MP\mp-1104193.cif
mp-1590,Be12Cr1,0.0,data\structures\3DSC_CIFs\MP\mp-1590.cif
mp-1104792,Be13Mn1,0.0,data\structures\3DSC_CIFs\MP\mp-1104792.cif
mp-1475,Be13Mo1,0.0,data\structures\3DSC_CIFs\MP\mp-1475.cif
mp-568912,Be12Nb1,0.0,data\structures\3DSC_CIFs\MP\mp-568912.cif
mp-12666,Be13Pd1,0.0,data\structures\3DSC_CIFs\MP\mp-12666.cif
mp-567842,Be12Ta1,0.0,data\structures\3DSC_CIFs\MP\mp-567842.cif
mp-568827,Be13W1,4.1,data\structures\3DSC_CIFs\MP\mp-568827.cif
mp-1845,Be13Ca1,0.0,data\structures\3DSC_CIFs\MP\mp-1845.cif
mp-457,Be13Ce1,0.0,data\structures\3DSC_CIFs\MP\mp-457.cif
mp-1878,Be13Hf1,0.0,data\structures\3DSC_CIFs\MP\mp-1878.cif
mp-1193251,Be13La1,0.53,data\structures\3DSC_CIFs\MP\mp-1193251.cif
mp-976039,Be13Lu1,0.62,data\structures\3DSC_CIFs\MP\mp-976039.cif
mp-855,Be13Mg1,0.0,data\structures\3DSC_CIFs\MP\mp-855.cif
mp-1163,Be13U1,0.8856045454545455,data\structures\3DSC_CIFs\MP\mp-1163.cif
mp-1562,Be13Th1,0.135,data\structures\3DSC_CIFs\MP\mp-1562.cif
mp-1193534,Be13Y1,0.0,data\structures\3DSC_CIFs\MP\mp-1193534.cif
mp-30445,Be16Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-30445.cif
mp-1212567,Be17Hf2,0.0,data\structures\3DSC_CIFs\MP\mp-1212567.cif
mp-30441,Be17Nb2,1.47,data\structures\3DSC_CIFs\MP\mp-30441.cif
mp-30443,Be17Ru3,0.0,data\structures\3DSC_CIFs\MP\mp-30443.cif
mp-1189402,Be17Ta2,0.0,data\structures\3DSC_CIFs\MP\mp-1189402.cif
mp-2544,Be17Zr2,0.0,data\structures\3DSC_CIFs\MP\mp-2544.cif
mp-570218,Be1H3Li1,0.0,data\structures\3DSC_CIFs\MP\mp-570218.cif
mp-1180666,Be1H4Li2,0.0,data\structures\3DSC_CIFs\MP\mp-1180666.cif
mp-11271,Be1Mo3,0.0,data\structures\3DSC_CIFs\MP\mp-11271.cif
mp-11276,Be1Rh1,0.0,data\structures\3DSC_CIFs\MP\mp-11276.cif
mp-11278,Be1Ta2,0.0,data\structures\3DSC_CIFs\MP\mp-11278.cif
mp-569364,Be22Re1,9.51,data\structures\3DSC_CIFs\MP\mp-569364.cif
mp-30440,Be22Mo1,2.51875,data\structures\3DSC_CIFs\MP\mp-30440.cif
mp-30444,Be22W1,4.12,data\structures\3DSC_CIFs\MP\mp-30444.cif
mp-30438,Be2Cr1,0.0,data\structures\3DSC_CIFs\MP\mp-30438.cif
mp-2225,Be2Fe1,0.0,data\structures\3DSC_CIFs\MP\mp-2225.cif
mp-11270,Be2Mn1,0.0,data\structures\3DSC_CIFs\MP\mp-11270.cif
mp-1677,Be2Mo1,0.0,data\structures\3DSC_CIFs\MP\mp-1677.cif
mp-2028,Be2Nb1,2.15,data\structures\3DSC_CIFs\MP\mp-2028.cif
mp-11272,Be2Nb3,2.3,data\structures\3DSC_CIFs\MP\mp-11272.cif
mp-11275,Be2Re1,0.0,data\structures\3DSC_CIFs\MP\mp-11275.cif
mp-1103315,Be2Ru1,1.35,data\structures\3DSC_CIFs\MP\mp-1103315.cif
mp-1078957,Be2Ta3,1.0,data\structures\3DSC_CIFs\MP\mp-1078957.cif
mp-2749,Be2Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-2749.cif
mp-11282,Be2W1,0.0,data\structures\3DSC_CIFs\MP\mp-11282.cif
mp-1252,Be2Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-1252.cif
mp-1227357,Be3Cu1,0.0,data\structures\3DSC_CIFs\MP\mp-1227357.cif
mp-11273,Be3Nb1,0.0,data\structures\3DSC_CIFs\MP\mp-11273.cif
mp-1071690,Be5Co1,0.0,data\structures\3DSC_CIFs\MP\mp-1071690.cif
mp-650,Be5Pd1,0.0,data\structures\3DSC_CIFs\MP\mp-650.cif
mp-1072399,Be5Pt1,2.3,data\structures\3DSC_CIFs\MP\mp-1072399.cif
mp-2845,Pt1Sb1,2.1,data\structures\3DSC_CIFs\MP\mp-2845.cif
mp-30463,Bi0.25Pd0.75,0.0,data\structures\3DSC_CIFs\MP\mp-30463.cif
mp-1006059,Bi0.26Tl0.74,4.316666666666667,data\structures\3DSC_CIFs\MP\mp-1006059.cif
mp-1227459,Bi0.2Pb0.8,8.15,data\structures\3DSC_CIFs\MP\mp-1227459.cif
mp-1223979,Bi3In5,4.189,data\structures\3DSC_CIFs\MP\mp-1223979.cif
mp-1188051,Bi0.3Zr0.7,1.51,data\structures\3DSC_CIFs\MP\mp-1188051.cif
mp-1227326,Bi0.5Pb0.5,8.4,data\structures\3DSC_CIFs\MP\mp-1227326.cif
mp-1218964,Bi0.5Sn0.5,0.788,data\structures\3DSC_CIFs\MP\mp-1218964.cif
mp-30469,Bi5Tl3,6.4,data\structures\3DSC_CIFs\MP\mp-30469.cif
mp-23152,Bi1,6.205,data\structures\3DSC_CIFs\MP\mp-23152.cif
mp-982040,Bi1K0.9La0.1O3,5.74,data\structures\3DSC_CIFs\MP\mp-982040.cif
mp-975384,Bi1Rb1O3,11.0,data\structures\3DSC_CIFs\MP\mp-975384.cif
mp-1223136,Bi1.5La4Pb1.5,2.4,data\structures\3DSC_CIFs\MP\mp-1223136.cif
mp-1223101,Bi1.5La4Sb1.5,0.158,data\structures\3DSC_CIFs\MP\mp-1223101.cif
mp-1218930,Bi4Ca2Cu4Sr4O16.25,82.4,data\structures\3DSC_CIFs\MP\mp-1218930.cif
mp-1209015,Bi1.7Ca2Cu3Pb0.3Sr2O10,107.25,data\structures\3DSC_CIFs\MP\mp-1209015.cif
mp-541837,Bi2Se3,6.1225,data\structures\3DSC_CIFs\MP\mp-541837.cif
mp-616616,Bi10Fe10Sr15O46,0.0,data\structures\3DSC_CIFs\MP\mp-616616.cif
mp-30467,Bi4Rh1,2.95,data\structures\3DSC_CIFs\MP\mp-30467.cif
mp-1218870,Bi1Ca0.7Cu2Pb1Sr2Y0.3O8,75.0,data\structures\3DSC_CIFs\MP\mp-1218870.cif
mp-23285,Bi1Ce1,0.0,data\structures\3DSC_CIFs\MP\mp-23285.cif
mp-610469,Bi1Ce1S2O1,1.533333333,data\structures\3DSC_CIFs\MP\mp-610469.cif
mp-604453,Bi1Ce1Pd1,1.3,data\structures\3DSC_CIFs\MP\mp-604453.cif
mp-570632,Bi1Sc1,0.0,data\structures\3DSC_CIFs\MP\mp-570632.cif
mp-1079128,Bi1Cr1,0.0,data\structures\3DSC_CIFs\MP\mp-1079128.cif
mp-569792,Bi1Cu1,1.8,data\structures\3DSC_CIFs\MP\mp-569792.cif
mp-30449,Bi1Cu1Mg1,0.0,data\structures\3DSC_CIFs\MP\mp-30449.cif
mp-1206953,Bi1Er1Pd1,1.24,data\structures\3DSC_CIFs\MP\mp-1206953.cif
mp-1078397,Bi1La1S2O1,0.0,data\structures\3DSC_CIFs\MP\mp-1078397.cif
mp-1223274,Bi1F0.7La1S2O0.3,7.86,data\structures\3DSC_CIFs\MP\mp-1223274.cif
mp-1078631,Bi1F1S2Sr1,0.0,data\structures\3DSC_CIFs\MP\mp-1078631.cif
mp-23188,Bi1In2,5.584,data\structures\3DSC_CIFs\MP\mp-23188.cif
mp-1223990,Bi1In5,4.1,data\structures\3DSC_CIFs\MP\mp-1223990.cif
mp-1223282,Bi1K0.6Sr0.4O3,11.42166667,data\structures\3DSC_CIFs\MP\mp-1223282.cif
mp-31104,Bi1K1,3.6,data\structures\3DSC_CIFs\MP\mp-31104.cif
mp-29799,Bi1K1O3,9.6,data\structures\3DSC_CIFs\MP\mp-29799.cif
mp-31286,Bi1K3,0.0,data\structures\3DSC_CIFs\MP\mp-31286.cif
mp-22926,Bi3La4,0.155,data\structures\3DSC_CIFs\MP\mp-22926.cif
mp-1018136,Bi1La1Pt1,0.9,data\structures\3DSC_CIFs\MP\mp-1018136.cif
mp-1077063,Bi1La2,0.76,data\structures\3DSC_CIFs\MP\mp-1077063.cif
mp-1223139,Bi1La4Pb2,2.5,data\structures\3DSC_CIFs\MP\mp-1223139.cif
mp-22902,Bi1Li1,2.4625000000000004,data\structures\3DSC_CIFs\MP\mp-22902.cif
mp-23222,Bi1Li3,0.0,data\structures\3DSC_CIFs\MP\mp-23222.cif
mp-1206992,Bi1Lu1Pt1,1.0,data\structures\3DSC_CIFs\MP\mp-1206992.cif
mp-1039305,Bi1Mg1,0.7,data\structures\3DSC_CIFs\MP\mp-1039305.cif
mp-568382,Bi1Mn1,0.0,data\structures\3DSC_CIFs\MP\mp-568382.cif
mp-22924,Bi1Na1,2.2,data\structures\3DSC_CIFs\MP\mp-22924.cif
mp-27838,Bi1Na3,0.0,data\structures\3DSC_CIFs\MP\mp-27838.cif
mp-568014,Bi1Nb3,3.775,data\structures\3DSC_CIFs\MP\mp-568014.cif
mp-1220533,Bi1Ni1,4.25,data\structures\3DSC_CIFs\MP\mp-1220533.cif
mp-1008488,Bi1Pd1,3.76,data\structures\3DSC_CIFs\MP\mp-1008488.cif
mp-1095370,Bi1Pd1Se1,1.0,data\structures\3DSC_CIFs\MP\mp-1095370.cif
mp-29011,Bi1Pd1Te1,1.2,data\structures\3DSC_CIFs\MP\mp-29011.cif
mp-23171,Bi1Pr1,0.0,data\structures\3DSC_CIFs\MP\mp-23171.cif
mp-1066078,Bi1Pt1,1.21,data\structures\3DSC_CIFs\MP\mp-1066078.cif
mp-1103607,Bi1Pt1Se1,1.45,data\structures\3DSC_CIFs\MP\mp-1103607.cif
mp-29638,Bi1Pt1Te1,1.15,data\structures\3DSC_CIFs\MP\mp-29638.cif
mp-1206679,Bi1Pt1Y1,0.906666667,data\structures\3DSC_CIFs\MP\mp-1206679.cif
mp-1064554,Bi1Rh1,2.046666666666667,data\structures\3DSC_CIFs\MP\mp-1064554.cif
mp-28677,Bi1S1,0.0,data\structures\3DSC_CIFs\MP\mp-28677.cif
mp-1183481,Bi1S3,0.0,data\structures\3DSC_CIFs\MP\mp-1183481.cif
mp-1227290,Bi1Sb1,1.47,data\structures\3DSC_CIFs\MP\mp-1227290.cif
mp-27438,Bi1Te2Tl1,0.141,data\structures\3DSC_CIFs\MP\mp-27438.cif
mp-866201,Bi1Ti3,0.0,data\structures\3DSC_CIFs\MP\mp-866201.cif
mp-1120717,Bi1V3,0.0,data\structures\3DSC_CIFs\MP\mp-1120717.cif
mp-23241,Bi1Y1,0.0,data\structures\3DSC_CIFs\MP\mp-23241.cif
mp-1207416,Bi1Zr3,2.84,data\structures\3DSC_CIFs\MP\mp-1207416.cif
mp-1208752,Bi2Cu2Pr1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-1208752.cif
mp-1208863,Bi2Cu2Sr2Y1O8.53,0.0,data\structures\3DSC_CIFs\MP\mp-1208863.cif
mp-1209124,Bi2Ca1Cu2I1Sr2O8,58.0,data\structures\3DSC_CIFs\MP\mp-1209124.cif
mp-1208800,Bi2Ca2Cu2Sr1O8.229,76.4,data\structures\3DSC_CIFs\MP\mp-1208800.cif
mp-555827,Bi2Cu1Sr2O6.36,8.0,data\structures\3DSC_CIFs\MP\mp-555827.cif
mp-505042,Bi2Cu1O4,0.0,data\structures\3DSC_CIFs\MP\mp-505042.cif
mp-1208931,Bi2Cu2Er1Sr2O8,0.0,data\structures\3DSC_CIFs\MP\mp-1208931.cif
mp-1078366,Bi2S2O1,0.0,data\structures\3DSC_CIFs\MP\mp-1078366.cif
mp-1101783,Bi2Ir1,2.715,data\structures\3DSC_CIFs\MP\mp-1101783.cif
mp-23279,Bi2K1,3.5556666666666668,data\structures\3DSC_CIFs\MP\mp-23279.cif
mp-1206573,Bi2K3,0.0,data\structures\3DSC_CIFs\MP\mp-1206573.cif
mp-1223111,Bi2La4Pb1,2.3,data\structures\3DSC_CIFs\MP\mp-1223111.cif
mp-1223150,Bi2La4Sn1,0.0,data\structures\3DSC_CIFs\MP\mp-1223150.cif
mp-569018,Bi2Mg3,0.0,data\structures\3DSC_CIFs\MP\mp-569018.cif
mp-642190,Bi2Ni3S2,0.79,data\structures\3DSC_CIFs\MP\mp-642190.cif
mp-30973,Bi2Ni3Se2,0.73,data\structures\3DSC_CIFs\MP\mp-30973.cif
mp-568746,Bi2Pd1,4.134,data\structures\3DSC_CIFs\MP\mp-568746.cif
mp-23012,Bi2Pd3S2,0.0,data\structures\3DSC_CIFs\MP\mp-23012.cif
mp-1103697,Bi2Pd3Se2,0.96,data\structures\3DSC_CIFs\MP\mp-1103697.cif
mp-568531,Bi2Pt1,0.155,data\structures\3DSC_CIFs\MP\mp-568531.cif
mp-23217,Bi2Rh1,2.2,data\structures\3DSC_CIFs\MP\mp-23217.cif
mp-1103100,Bi2S1,0.0,data\structures\3DSC_CIFs\MP\mp-1103100.cif
mp-22856,Bi2S3,0.0,data\structures\3DSC_CIFs\MP\mp-22856.cif
mp-1227413,Bi2Te1,8.6,data\structures\3DSC_CIFs\MP\mp-1227413.cif
mp-34202,Bi2Te3,4.899166666666667,data\structures\3DSC_CIFs\MP\mp-34202.cif
mp-29642,Bi2Zr1,0.0,data\structures\3DSC_CIFs\MP\mp-29642.cif
mp-866006,Bi3Ca1,1.85,data\structures\3DSC_CIFs\MP\mp-866006.cif
mp-23179,Bi3Ni1,3.989,data\structures\3DSC_CIFs\MP\mp-23179.cif
mp-23187,Bi3La5,0.64,data\structures\3DSC_CIFs\MP\mp-23187.cif
mp-1189810,Bi3Mo1,3.7,data\structures\3DSC_CIFs\MP\mp-1189810.cif
mp-978882,Bi3Sn1,3.77,data\structures\3DSC_CIFs\MP\mp-978882.cif
mp-23159,Bi3Sr1,5.69,data\structures\3DSC_CIFs\MP\mp-23159.cif
mp-971718,Bi3Zn1,0.87,data\structures\3DSC_CIFs\MP\mp-971718.cif
mp-1208757,Bi4Cu4Sr4Tm2O17.14,0.0,data\structures\3DSC_CIFs\MP\mp-1208757.cif
mp-1185697,Bi4Mg1,0.85,data\structures\3DSC_CIFs\MP\mp-1185697.cif
mp-28229,Bi4Te3,5.25,data\structures\3DSC_CIFs\MP\mp-28229.cif
mp-23270,Bi5Th3,0.0,data\structures\3DSC_CIFs\MP\mp-23270.cif
mp-1206889,C2Cl2Y2,2.3,data\structures\3DSC_CIFs\MP\mp-1206889.cif
mp-23062,C2I2Y2,9.9175,data\structures\3DSC_CIFs\MP\mp-23062.cif
mp-1216139,Br0.5C2I1.5Y2,11.35,data\structures\3DSC_CIFs\MP\mp-1216139.cif
mp-643367,Br2C2Y2,5.04,data\structures\3DSC_CIFs\MP\mp-643367.cif
mp-27849,Br1N1Ti1,0.0,data\structures\3DSC_CIFs\MP\mp-27849.cif
mp-23154,Br2,1.4,data\structures\3DSC_CIFs\MP\mp-23154.cif
mp-1206284,Br2C2La2,7.03,data\structures\3DSC_CIFs\MP\mp-1206284.cif
mp-545481,Br2Ca1.8Cu1Na0.2O2,11.0,data\structures\3DSC_CIFs\MP\mp-545481.cif
mp-23219,Br2Cu1,0.0,data\structures\3DSC_CIFs\MP\mp-23219.cif
mp-29231,Br2Mo6S6,13.4,data\structures\3DSC_CIFs\MP\mp-29231.cif
mp-2634,N5Nb4,8.5,data\structures\3DSC_CIFs\MP\mp-2634.cif
mp-1220725,C0.5N0.47Nb1,17.4,data\structures\3DSC_CIFs\MP\mp-1220725.cif
mp-1552,C1Mo2,5.558571428571428,data\structures\3DSC_CIFs\MP\mp-1552.cif
mp-1894,C1Mo0.1W0.9,9.0,data\structures\3DSC_CIFs\MP\mp-1894.cif
mp-7088,C1Ta2,3.26,data\structures\3DSC_CIFs\MP\mp-7088.cif
mp-569989,C0.48Nb1,0.0,data\structures\3DSC_CIFs\MP\mp-569989.cif
mp-1221473,C0.64Mo1,8.45,data\structures\3DSC_CIFs\MP\mp-1221473.cif
mp-10700,C1Mg1Ni3,6.91125,data\structures\3DSC_CIFs\MP\mp-10700.cif
mp-1086,C1Ta1,8.595454545454546,data\structures\3DSC_CIFs\MP\mp-1086.cif
mp-2305,C1Mo1,10.843333333333334,data\structures\3DSC_CIFs\MP\mp-2305.cif
mp-910,C1Nb1,10.0375,data\structures\3DSC_CIFs\MP\mp-910.cif
mp-9988,C0.9Nb2S1,5.0,data\structures\3DSC_CIFs\MP\mp-9988.cif
mp-1282,C1V1,0.0,data\structures\3DSC_CIFs\MP\mp-1282.cif
mp-998893,C1Y1,0.0,data\structures\3DSC_CIFs\MP\mp-998893.cif
mp-10020,C0.96Sc1,0.0,data\structures\3DSC_CIFs\MP\mp-10020.cif
mp-21075,C1Hf1,0.0,data\structures\3DSC_CIFs\MP\mp-21075.cif
mp-569304,C1,5.915217391304348,data\structures\3DSC_CIFs\MP\mp-569304.cif
mp-1184,C3La2,10.66,data\structures\3DSC_CIFs\MP\mp-1184.cif
mp-1188514,C3Sc0.2Th1.8,6.7,data\structures\3DSC_CIFs\MP\mp-1188514.cif
mp-2367,C2La1,1.44,data\structures\3DSC_CIFs\MP\mp-2367.cif
mp-313,C2Th0.19Y0.81,3.52,data\structures\3DSC_CIFs\MP\mp-313.cif
mp-1206343,C1Cd1Ni3,3.133333333,data\structures\3DSC_CIFs\MP\mp-1206343.cif
mp-9961,C1Cd1Ti2,0.0,data\structures\3DSC_CIFs\MP\mp-9961.cif
mp-20197,C1Cr2Ga1,0.0,data\structures\3DSC_CIFs\MP\mp-20197.cif
mp-723,C1Cr4,0.0,data\structures\3DSC_CIFs\MP\mp-723.cif
mp-1220693,C1Cu0.67Nb2S2,4.85,data\structures\3DSC_CIFs\MP\mp-1220693.cif
mp-1173193,C1Cu11Sr8Y4O28,0.0,data\structures\3DSC_CIFs\MP\mp-1173193.cif
mp-1147662,C1Cu1Na0.3Sr1.7O5,0.0,data\structures\3DSC_CIFs\MP\mp-1147662.cif
